id;name;price;speed;modules;price_per_gb;color;first_word_latency;cas_latency
301;Corsair Vengeance RGB RS 16 GB;59.99;4,3200;2,8;3.749;Black / Gray;10;16
302;Kingston FURY Beast 16 GB;58.99;5,5200;1,16;3.687;Black / Silver;15.385;40
303;TEAMGROUP T-Force Vulcan 32 GB;96.99;5,5600;2,16;3.031;Red;11.429;32
304;TEAMGROUP T-Force Delta RGB 32 GB;67.98;4,3200;2,16;2.124;Black;10;16
305;Lexar Ares RGB 32 GB;165.99;5,6400;2,16;5.187;White;10;32
306;Samsung M378B5173DB0-CK0 4 GB;12.83;3,1600;1,4;3.208;Green;13.75;11
307;OLOy MD4U1636181CHKDA 32 GB;71.99;4,3600;2,16;2.25;Black;10;18
308;Kingston FURY Beast RGB 128 GB;447.15;5,5200;4,32;3.493;Black;15.385;40
309;Corsair Vengeance 64 GB;229.99;5,6000;2,32;3.594;Black / Gray;10;30
310;TEAMGROUP Elite 64 GB;108.99;4,3200;2,32;1.703;Black;13.75;22
311;G.Skill Trident Z5 RGB 32 GB;116.99;5,5600;2,16;3.656;Black;10;28
312;G.Skill Trident Z5 RGB 32 GB;112.99;5,6000;2,16;3.531;Black;10;30
313;G.Skill Ripjaws S5 32 GB;107.99;5,6000;2,16;3.375;Black;10.667;32
314;G.Skill Ripjaws S5 32 GB;104.99;5,6000;2,16;3.281;Black;10;30
315;Corsair Vengeance 96 GB;279.99;5,5600;2,48;2.917;Black;14.286;40
316;TEAMGROUP T-Force Vulcan Z 16 GB;34.99;4,3200;2,8;2.187;Red;10;16
317;Corsair Vengeance RGB RT 32 GB;139.99;4,4600;2,16;4.375;Black;7.826;18
318;Corsair Vengeance RGB RT 256 GB;1511.31;4,3600;8,32;5.904;Black;10;18
319;TEAMGROUP T-Create Expert 64 GB;194.99;5,6400;2,32;3.047;Black;10.625;34
320;Corsair Vengeance RGB 64 GB;242.99;5,6600;2,32;3.797;Black / Gray;9.697;32
321;Corsair Vengeance LPX 16 GB;44.99;4,3200;2,8;2.812;White;10;16
322;Corsair Vengeance RGB RS 32 GB;89.99;4,3200;2,16;2.812;Black / Gray;10;16
323;Kingston KVR13N9S6/2 2 GB;19.97;3,1333;1,2;9.985;Black / Green;13.503;9
324;Patriot Viper 3 16 GB;29.98;3,1866;2,8;1.874;Black / Silver;10.718;10
325;G.Skill Trident Z5 RGB 96 GB;339.99;5,6400;2,48;3.542;White / Black;10;32
326;G.Skill Trident Z RGB 32 GB;84.99;4,4000;2,16;2.656;Black;9;18
327;Corsair Vengeance RGB 96 GB;367.99;5,6800;2,48;3.833;Black / Silver;11.765;40
328;Corsair Vengeance LPX 32 GB;69.98;4,2133;2,16;2.187;Black / Yellow;12.189;13
329;Patriot Signature Line 8 GB;28.98;5,4800;1,8;3.623;Black;16.667;40
330;Lexar THOR 16 GB;48.66;4,3200;2,8;3.041;Black;10;16
331;ADATA XPG Lancer Blade RGB 32 GB;119.99;5,6000;2,16;3.75;White;10;30
332;Kingston HyperX Fury 32 GB;;4,3200;2,16;;Black;10;16
333;Corsair Vengeance 64 GB;242.99;5,6600;2,32;3.797;Black / Gray;9.697;32
334;Corsair Vengeance 32 GB;94.99;5,5200;1,32;2.968;Black;15.385;40
335;Corsair Dominator Titanium 32 GB;175.99;5,6600;2,16;5.5;White;9.697;32
336;Kingston KVR16N11/8 8 GB;16.88;3,1600;1,8;2.11;Green;13.75;11
337;Corsair Dominator Platinum RGB 32 GB;164.99;5,6000;2,16;5.156;Black;10;30
338;Corsair Vengeance RGB Pro 32 GB;124.99;4,3200;4,8;3.906;White;10;16
339;TEAMGROUP T-Create Expert 64 GB;184.99;5,6000;2,32;2.89;White;11.333;34
340;Corsair Vengeance RGB RT 32 GB;104.99;4,3600;2,16;3.281;Black;8.889;16
341;Kingston FURY Beast RGB 16 GB;87.99;5,5600;2,8;5.499;Black;14.286;40
342;Patriot Signature 8 GB;15.98;3,1600;1,8;1.998;Black / Green;13.75;11
343;Timetec PINNACLE Konduit 32 GB;62.99;4,3600;2,16;1.968;White;10;18
344;G.Skill Ripjaws S5 96 GB;389.99;5,6800;2,48;4.062;Black;10;34
345;Corsair Dominator Platinum RGB 64 GB;289.99;5,5600;4,16;4.531;Black;12.857;36
346;TEAMGROUP T-Create Expert 16 GB;34.99;4,3600;2,8;2.187;Gray;10;18
347;Corsair Vengeance 32 GB;113.99;5,5600;2,16;3.562;White;12.857;36
348;Corsair Vengeance RGB 48 GB;229.99;5,7600;2,24;4.791;Black;9.474;36
349;Corsair Vengeance RGB Pro SL 32 GB;99.99;4,3600;2,16;3.125;Black;10;18
350;Kingston FURY Beast 32 GB;115.03;5,5200;2,16;3.595;Black / Silver;15.385;40
351;G.Skill Ripjaws V 8 GB;69.98;4,2400;1,8;8.748;Red;12.5;15
352;OLOy OWL RGB 16 GB;42.99;4,3200;2,8;2.687;Black;10;16
353;Kingston FURY Beast RGB 32 GB;129.99;4,3200;2,16;4.062;Black;10;16
354;TEAMGROUP T-Create Expert 16 GB;32.99;4,3200;2,8;2.062;Gray;10;16
355;Kingston FURY Beast RGB 16 GB;89.08;5,5600;2,8;5.567;Black;12.857;36
356;Corsair Vengeance RGB Pro 64 GB;139.99;4,3600;2,32;2.187;Black;10;18
357;Corsair Vengeance 64 GB;167.99;5,4800;2,32;2.625;Black;16.667;40
358;G.Skill Ripjaws V 16 GB;37.99;4,3200;1,16;2.374;Black;10;16
359;Kingston FURY 128 GB;489;5,5200;4,32;3.82;White;15.385;40
360;Corsair Vengeance RGB 32 GB;124.99;5,6000;2,16;3.906;Black / Gray;12;36
361;Corsair Vengeance LPX 32 GB;73.98;4,2666;2,16;2.312;Black / Yellow;12.003;16
362;Patriot Viper Elite II 16 GB;;4,4000;2,8;;Red / Black;10;20
363;Crucial Classic 8 GB;26.99;5,5600;1,8;3.374;Black;16.429;46
364;Silicon Power GAMING 16 GB;34.97;4,3600;2,8;2.186;Gray / Silver;10;18
365;TEAMGROUP T-Force Vulcan Z 32 GB;53.3;4,3200;2,16;1.666;Red;10;16
366;TEAMGROUP T-Force Vulcan 32 GB;94.99;5,5600;2,16;2.968;Black;12.857;36
367;G.Skill Trident Z5 RGB 32 GB;132.99;5,7200;2,16;4.156;Silver / Black;9.444;34
368;Corsair Vengeance RGB 32 GB;149.99;5,6400;2,16;4.687;White / Silver;10;32
369;G.Skill Trident Z5 RGB 64 GB;214.99;5,6000;2,32;3.359;White / Black;10;30
370;G.Skill Trident Z5 RGB 48 GB;279.99;5,8200;2,24;5.833;Black;9.756;40
371;Corsair Dominator Titanium 32 GB;199.99;5,7200;2,16;6.25;Black;9.444;34
372;G.Skill Ripjaws S5 64 GB;239.99;5,6800;2,32;3.75;Black;10;34
373;Corsair Vengeance RGB Pro 32 GB;82.99;4,3600;2,16;2.593;Black;10;18
374;G.Skill TridentZ RGB 32 GB;418;4,4800;2,16;13.062;Black;8.333;20
375;Kingston FURY Beast RGB 32 GB;132.15;5,5600;2,16;4.13;Black;12.857;36
376;Corsair Vengeance 64 GB;239.99;5,5600;4,16;3.75;Black;12.857;36
377;Kingston FURY Beast 16 GB;71;5,4800;2,8;4.438;Black;15.833;38
378;Corsair Vengeance RGB 64 GB;184.99;5,5200;2,32;2.89;Black / Gray;15.385;40
379;Corsair Vengeance 32 GB;114.99;5,6000;2,16;3.593;White / Gray;12;36
380;Corsair Vengeance LPX 32 GB;84.99;4,3600;2,16;2.656;Black / Yellow;10;18
381;G.Skill Ripjaws V 64 GB;201.22;4,4400;2,32;3.144;Black;8.636;19
382;Corsair Dominator Platinum RGB 32 GB;119.99;4,3200;2,16;3.75;Black;10;16
383;TEAMGROUP T-Create Expert 96 GB;355.99;5,6800;2,48;3.708;Black;10.588;36
384;Crucial CT2K8G4DFRA32A 16 GB;39.99;4,3200;2,8;2.499;Green;13.75;22
385;ADATA XPG GAMMIX D10 16 GB;;4,3200;1,16;;Black;10;16
386;OLOy MD4U083216BJDA 16 GB;37.99;4,3200;2,8;2.374;Black;10;16
387;Corsair Dominator Titanium 32 GB;175.99;5,6600;2,16;5.5;Black;9.697;32
388;TEAMGROUP Elite 16 GB;45.99;5,6000;1,16;2.874;Black;16;48
389;G.Skill Trident Z RGB 32 GB;99.99;4,4400;2,16;3.125;Black;8.636;19
390;Corsair Vengeance LPX 32 GB;104.99;4,4000;2,16;3.281;Black / Yellow;9;18
391;Corsair Vengeance RGB 32 GB;109.99;5,5600;2,16;3.437;Black / Gray;14.286;40
392;Kingston FURY Renegade 16 GB;;4,5333;2,8;;Black;7.5;20
393;Corsair Vengeance LPX 64 GB;147.99;4,3200;4,16;2.312;Black / Yellow;10;16
394;TEAMGROUP Elite Plus 64 GB;147.99;5,4800;2,32;2.312;Silver;16.667;40
395;Kingston HyperX Fury 16 GB;;4,2666;2,8;;Black;12.003;16
396;Kingston HyperX Fury 16 GB;;3,1866;2,8;;Black / Silver;10.718;10
397;Corsair Vengeance RGB 32 GB;135.99;5,6200;2,16;4.25;White;11.613;36
398;TEAMGROUP T-Force Vulcan 16 GB;67.99;5,5200;2,8;4.249;Black;15.385;40
399;G.Skill Ripjaws X 8 GB;30.47;3,1600;2,4;3.809;Black / Red;11.25;9
400;TEAMGROUP Elite 32 GB;80.98;5,5600;2,16;2.531;Black;16.429;46
401;Corsair Vengeance RGB 32 GB;134.99;5,6000;2,16;4.218;White;13.333;40
402;Silicon Power XPOWER Zenith Gaming 32 GB;54.97;4,3200;2,16;1.718;Black;10;16
403;Corsair Vengeance LPX 16 GB;44.99;4,3000;2,8;2.812;Black;10.667;16
404;Corsair Vengeance 64 GB;199.99;5,6000;2,32;3.125;Gray;13.333;40
405;PNY XLR8 16 GB;39.99;4,3200;2,8;2.499;Black / Red;10;16
406;Crucial CT4K32G4LFQ4213 128 GB;;4,2133;4,32;;Black / Green;14.065;15
407;Corsair Dominator Titanium 32 GB;199.99;5,7000;2,16;6.25;White;9.714;34
408;Gigabyte AORUS RGB 32 GB;;5,6000;2,16;;Black;13.333;40
409;TEAMGROUP T-Force Vulcan 16 GB;67.99;5,5200;2,8;4.249;Black;15.385;40
410;G.Skill Trident Z5 RGB 32 GB;124.99;5,6800;2,16;3.906;Black / Silver;10;34
411;Corsair Dominator Titanium 64 GB;289.99;5,6000;2,32;4.531;Black;10;30
412;Corsair Vengeance LPX 16 GB;44.99;4,3000;2,8;2.812;White;10.667;16
413;Kingston FURY Beast 16 GB;76.16;5,5200;2,8;4.76;Black / Silver;13.846;36
414;G.Skill Ripjaws S5 64 GB;236.62;5,6000;2,32;3.697;White;10;30
415;Crucial CT4G4DFS8266 4 GB;12.5;4,2666;1,4;3.125;Green / Black;14.254;19
416;Corsair Vengeance RGB Pro SL 64 GB;179.99;4,3600;4,16;2.812;White;10;18
417;Kingston FURY Renegade 32 GB;192.07;4,3600;2,16;6.002;Black;8.889;16
418;TEAMGROUP T-Create Classic 64 GB;174.99;5,6000;2,32;2.734;Black;16;48
419;Timetec PINNACLE Konduit 16 GB;45.55;4,3200;2,8;2.847;White;10;16
420;OLOy Blade RGB 64 GB;192.99;5,6400;2,32;3.015;Black;10;32
421;Patriot Signature Line 8 GB;17.98;4,3200;1,8;2.248;;13.75;22
422;Corsair Vengeance 32 GB;119.99;5,6400;2,16;3.75;Black;11.25;36
423;TEAMGROUP T-Force Delta RGB 48 GB;253.73;5,8200;2,24;5.286;Black;9.268;38
424;Kingston FURY Beast 32 GB;105.99;5,4800;2,16;3.312;Black / Silver;15.833;38
425;Corsair Dominator Platinum RGB 32 GB;214.99;5,7600;2,16;6.718;Black;9.474;36
426;G.Skill Trident Z Neo 64 GB;204.99;4,3600;4,16;3.203;Black / Silver;8.889;16
427;Kingston FURY Beast RGB 16 GB;55;4,3600;2,8;3.438;Black;9.444;17
428;Silicon Power XPOWER Zenith Gaming 64 GB;184.99;5,6000;2,32;2.89;White;10;30
429;Corsair Dominator Titanium 32 GB;169.99;5,6400;2,16;5.312;White;10;32
430;Patriot Viper Steel 8 GB;26.99;4,3200;2,4;3.374;Silver / Black;10;16
431;TEAMGROUP T-Force Vulcan Z 16 GB;37.99;4,3600;2,8;2.374;Red;10;18
432;Lexar Ares RGB 32 GB;;5,6000;2,16;;Black;11.333;34
433;G.Skill Trident Z5 RGB 64 GB;207.99;5,6000;2,32;3.25;Black;12;36
434;Crucial Pro 48 GB;146.99;5,6000;2,24;3.062;Black;16;48
435;Corsair Vengeance RGB Pro SL 16 GB;59.99;4,3200;2,8;3.749;White / Black;10;16
436;Corsair Vengeance LPX 32 GB;;4,3200;2,16;;Black / Yellow;10;16
437;KingBank SharpBlade 32 GB;98.99;5,6800;2,16;3.093;Black;10;34
438;G.Skill Aegis 32 GB;61.99;4,3000;2,16;1.937;Red / Black;10.667;16
439;Corsair Vengeance LPX 32 GB;89.99;4,3200;4,8;2.812;Black / Yellow;10;16
440;ADATA XPG SPECTRIX D60G 16 GB;;4,3200;2,8;;;10;16
441;G.Skill Trident Z5 RGB 48 GB;249.99;5,8000;2,24;5.208;White / Black;10;40
442;Crucial Ballistix 16 GB;;4,3600;2,8;;Black;8.889;16
443;Crucial Classic 16 GB;55.99;5,5200;2,8;3.499;Black;16.154;42
444;Patriot Viper Venom 16 GB;69.98;5,5600;2,8;4.374;Black / White;14.286;40
445;G.Skill Trident Z5 Neo 32 GB;114.99;5,5600;2,16;3.593;Black;10;28
446;TEAMGROUP T-Create Expert 48 GB;199.99;5,7200;2,24;4.166;Black;9.444;34
447;Kingston Server Premier 32 GB;83.99;4,3200;1,32;2.625;;13.75;22
448;Corsair Vengeance RGB 96 GB;359.99;5,6600;2,48;3.75;Black / Silver;9.697;32
449;TEAMGROUP T-Create Expert 96 GB;355.99;5,6800;2,48;3.708;White;10.588;36
450;TEAMGROUP T-Force Delta RGB 32 GB;69.98;4,3200;2,16;2.187;White;10;16
451;Corsair Vengeance 96 GB;389.99;5,6600;2,48;4.062;Black / Silver;9.697;32
452;G.Skill Ripjaws V 64 GB;138.99;4,3200;4,16;2.172;Black;10;16
453;G.Skill Trident Z5 RGB 32 GB;109.99;5,6400;2,16;3.437;Black;10;32
454;Kingston FURY Renegade 16 GB;104.77;4,5133;2,8;6.548;Black;7.793;20
455;Corsair Dominator Titanium First Edition 64 GB;359.99;5,6600;2,32;5.625;White;9.697;32
456;G.Skill Ripjaws S5 48 GB;169.99;5,6400;2,24;3.541;Black;10;32
457;G.Skill Ripjaws 4 8 GB;;4,2400;1,8;;Black / Green;12.5;15
458;Corsair Vengeance LPX 16 GB;44.99;4,2666;2,8;2.812;Black / Yellow;12.003;16
459;Corsair Vengeance LPX 16 GB;54.98;4,2133;2,8;3.436;Black / Yellow;12.189;13
460;G.Skill Trident Z Royal 16 GB;77.98;4,3200;2,8;4.874;Silver;10;16
461;KingBank SharpBlade RGB 64 GB;182.99;5,6400;2,32;2.859;White;10;32
462;Kingston FURY Beast RGB 16 GB;79.98;5,5200;2,8;4.999;Black;15.385;40
463;TEAMGROUP Elite 16 GB;16.98;3,1600;2,8;1.061;Black;13.75;11
464;G.Skill Ripjaws S5 32 GB;119.99;5,6800;2,16;3.75;Black;10;34
465;Corsair Vengeance 32 GB;136.99;5,6600;2,16;4.281;Black;9.697;32
466;G.Skill Trident Z5 RGB 32 GB;109.99;5,6400;2,16;3.437;Silver / Black;10;32
467;TEAMGROUP T-Force Delta RGB 32 GB;99.99;5,6200;2,16;3.125;White;12.258;38
468;G.Skill Trident Z Royal 128 GB;829;4,4000;4,32;6.477;Silver;9;18
469;OLOy MD4U083016BGDA 16 GB;34.99;4,3000;2,8;2.187;Black;10.667;16
470;TEAMGROUP T-Force Vulcan 32 GB;102.99;5,6000;2,16;3.218;Red;10;30
471;Kingston Server Premier 64 GB;159.99;4,3200;1,64;2.5;;13.75;22
472;Corsair Dominator Platinum RGB 64 GB;264.99;5,6000;2,32;4.14;Black;10;30
473;Corsair Vengeance 32 GB;113.99;5,6000;2,16;3.562;Black;13.333;40
474;G.Skill Flare X5 32 GB;104.99;5,5600;2,16;3.281;Black;10.714;30
475;TEAMGROUP Elite 16 GB;42.99;5,5600;1,16;2.687;Black;16.429;46
476;Kingston HyperX Fury 8 GB;;4,3200;1,8;;Black / Silver;11.25;18
477;Mushkin Redline Lumina White 64 GB;219.99;5,6400;2,32;3.437;White;9.375;30
478;TEAMGROUP T-Force Delta RGB 32 GB;104.99;5,5200;2,16;3.281;White;15.385;40
479;Corsair Vengeance RGB 96 GB;299.99;5,6000;4,24;3.125;Black;13.333;40
480;G.Skill Trident Z RGB 32 GB;79.98;4,3200;2,16;2.499;Black;10;16
481;TEAMGROUP T-Force Delta RGB 32 GB;114.99;5,6600;2,16;3.593;White;10.303;34
482;G.Skill Trident Z5 Neo 32 GB;115.99;5,6000;2,16;3.625;Black;10.667;32
483;G.Skill Ripjaws S5 64 GB;189.99;5,5600;2,32;2.969;White;10;28
484;Kingston FURY Beast 32 GB;113.88;5,5600;1,32;3.559;Black;14.286;40
485;Corsair Dominator Titanium 96 GB;419.99;5,6400;2,48;4.375;White;10;32
486;TEAMGROUP T-Force Vulcan 64 GB;179.99;5,6000;2,32;2.812;Black;12.667;38
487;G.Skill Ripjaws V 16 GB;41.99;4,2400;2,8;2.624;Black / Red;12.5;15
488;Corsair Dominator Titanium 96 GB;415;5,6400;2,48;4.323;Black;10;32
489;TEAMGROUP T-Force Delta RGB 32 GB;99.99;5,5600;2,16;3.125;White;12.857;36
490;Crucial Ballistix 32 GB;;4,3200;2,16;;Black;10;16
491;Corsair Dominator Titanium 64 GB;339.99;5,6000;4,16;5.312;White;12;36
492;TEAMGROUP T-Force Vulcan 32 GB;94.88;5,6400;2,16;2.965;Black;12.5;40
493;Silicon Power XPOWER Zenith Gaming 64 GB;181.99;5,6000;2,32;2.844;Black;10;30
494;Corsair Vengeance RGB 64 GB;249.99;5,5600;4,16;3.906;Black;12.857;36
495;G.Skill Trident Z5 RGB 32 GB;117.99;5,6000;2,16;3.687;White / Black;12;36
496;Klevv BOLT X 32 GB;59.99;4,3200;2,16;1.875;Black;10;16
497;Kingston Fury Renegade RGB 32 GB;145.99;5,6400;2,16;4.562;Silver / Black;10;32
498;Netac Shadow II 32 GB;;4,3200;2,16;;Black;10;16
499;Corsair Vengeance 64 GB;187.99;5,5600;2,32;2.937;Black / Gray;14.286;40
500;OLOy WarHawk RGB 16 GB;40.46;4,3200;2,8;2.529;Black / Gold;10;16
501;Corsair Vengeance RGB 64 GB;309.99;5,6600;4,16;4.844;Black / Gray;9.697;32
502;G.Skill Trident Z5 RGB 64 GB;217.99;5,6400;2,32;3.406;Silver / Black;10;32
503;Kingston Fury Renegade RGB 48 GB;231.26;5,6400;1,48;4.818;Silver / Black;10;32
504;Corsair Dominator Platinum RGB 32 GB;159.99;5,5600;2,16;5;Black;12.857;36
505;Corsair Dominator Platinum RGB 32 GB;144.99;5,5200;2,16;4.531;Black / Silver;15.385;40
506;Mushkin Enhanced Redline Stiletto 16 GB;42.99;4,3600;2,8;2.687;Black;10;18
507;PNY Performance 8 GB;18.98;4,3200;1,8;2.373;Black;13.75;22
508;Crucial CT8G4DFS824A 8 GB;19.98;4,2400;1,8;2.498;Green;14.167;17
509;ADATA XPG GAMMIX D30 16 GB;;4,3200;2,8;;Silver / Black;10;16
510;G.Skill Trident Z5 Neo RGB 32 GB;124.99;5,6400;2,16;3.906;;10;32
511;Silicon Power XPOWER Zenith Gaming 16 GB;36.99;4,3200;2,8;2.312;Black / Silver;10;16
512;Corsair Vengeance RGB Pro SL 16 GB;59.99;4,3600;2,8;3.749;Black;10;18
513;Corsair Vengeance LPX 8 GB;24.99;4,3000;1,8;3.124;Black;10.667;16
514;TEAMGROUP T-Force Xtreem ARGB 32 GB;79.98;4,3600;2,16;2.499;White;10;18
515;TEAMGROUP Xtreem 48 GB;279.99;5,8200;2,24;5.833;Black;9.268;38
516;Corsair Vengeance RGB 64 GB;;4,3000;4,16;;Black;10.667;16
517;Corsair Vengeance RGB 32 GB;129.99;5,6600;2,16;4.062;Black;11.515;38
518;Klevv CRAS XR5 RGB 32 GB;119.99;5,7200;2,16;3.75;White / Black;10;36
519;Silicon Power XPOWER Zenith RGB Gaming 32 GB;112.99;5,6000;2,16;3.531;Black;10;30
520;G.Skill Ripjaws V 64 GB;169.99;4,4000;2,32;2.656;Black;9;18
521;OLOy Blade RGB 32 GB;69.99;4,3600;2,16;2.187;Black;10;18
522;Corsair Vengeance 32 GB;124.99;5,5600;2,16;3.906;Gray;12.857;36
523;Kingston ValueRAM 8 GB;23.24;4,2666;1,8;2.905;Green / Black;14.254;19
524;G.Skill Trident Z5 Neo RGB 48 GB;172.99;5,6400;2,24;3.604;White / Black;10;32
525;Kingston FURY Beast 16 GB;75.63;5,5600;2,8;4.727;Black;14.286;40
526;TEAMGROUP T-Force Delta RGB 64 GB;134.99;4,3600;2,32;2.109;White;10;18
527;G.Skill Trident Z RGB 32 GB;99.99;4,3600;2,16;3.125;Black;8.889;16
528;Corsair Dominator Titanium 64 GB;309.99;5,6400;2,32;4.844;White;10;32
529;Silicon Power XPOWER Zenith Gaming 32 GB;86.99;5,6000;2,16;2.718;Black;10;30
530;G.Skill Aegis 8 GB;22.54;4,3000;1,8;2.817;Black / Red;10.667;16
531;Patriot Viper Steel 8 GB;18.98;4,3200;1,8;2.373;Silver / Black;10;16
532;ADATA XPG SPECTRIX D50 16 GB;54.99;4,3200;2,8;3.437;Black;10;16
533;G.Skill Trident Z5 RGB 32 GB;189.99;5,7800;2,16;5.937;Silver / Black;9.231;36
534;Corsair Vengeance LPX 16 GB;45.99;4,2400;1,16;2.874;Black;11.667;14
535;Kingston FURY Beast 8 GB;43.08;5,6000;1,8;5.385;Black;13.333;40
536;Corsair Vengeance 32 GB;134.99;5,6400;2,16;4.218;White / Gray;10;32
537;Crucial Ballistix Sport 1 GB;9;3,1600;1,1;9;Black / Silver;12.5;10
538;Corsair Vengeance LPX 16 GB;45.99;4,3200;2,8;2.874;Black;10;16
539;Corsair Vengeance 96 GB;302.93;5,6000;4,24;3.156;Black;10;30
540;Lexar THOR 16 GB;;4,3600;2,8;;White;10;18
541;G.Skill Ripjaws V 128 GB;249.99;4,2666;4,32;1.953;Black;13.503;18
542;Corsair Vengeance LPX 8 GB;34.99;4,2666;2,4;4.374;Black / Yellow;12.003;16
543;Corsair Dominator Titanium 48 GB;249.99;5,7200;2,24;5.208;Black;10;36
544;TEAMGROUP T-Force Vulcan Z 32 GB;57.99;4,3600;2,16;1.812;Red;10;18
545;Mushkin Enhanced Redline 64 GB;179.99;5,5600;2,32;2.812;Black;10;28
546;Corsair Vengeance 32 GB;127.99;5,6600;2,16;4;Black / Silver;11.515;38
547;Corsair Vengeance RGB Pro 32 GB;113.98;4,3200;2,16;3.562;Black;10;16
548;Corsair Vengeance 32 GB;109.99;5,5200;2,16;3.437;Gray;15.385;40
549;TEAMGROUP T-Create Expert 32 GB;119.99;5,7200;2,16;3.75;White;9.444;34
550;TEAMGROUP T-Create Classic 32 GB;59.99;4,3200;2,16;1.875;Silver;13.75;22
551;Corsair Vengeance 96 GB;378.93;5,6800;2,48;3.947;Black;11.765;40
552;G.Skill Ripjaws S5 32 GB;106.99;5,6000;2,16;3.343;White;10;30
553;Corsair Vengeance LPX 128 GB;267.99;4,3600;4,32;2.094;Black / Yellow;10;18
554;ADATA XPG LANCER RGB 16 GB;67.25;5,5200;1,16;4.203;Black;14.615;38
555;Corsair Vengeance LPX 32 GB;68.99;4,3600;2,16;2.156;Black;10;18
556;Corsair Vengeance 32 GB;107.99;5,5600;2,16;3.375;Black / Gray;14.286;40
557;Corsair Vengeance RGB 64 GB;229.99;5,6000;2,32;3.594;Black;10;30
558;G.Skill Trident Z RGB 64 GB;179.99;4,4000;2,32;2.812;Black;9;18
559;Patriot Viper Elite 5 RGB 16 GB;53.99;5,5600;1,16;3.374;White;13.571;38
560;Kingston FURY Beast RGB 16 GB;85.49;5,5200;2,8;5.343;Black;13.846;36
561;TEAMGROUP Elite Plus 16 GB;45.99;5,5600;1,16;2.874;Black;14.286;40
562;Kingston ValueRAM 4 GB;35.49;2,800;2,2;8.873;Green;15;6
563;Kingston FURY Beast 64 GB;154.99;4,3200;2,32;2.422;Black / Silver;10;16
564;G.Skill Ripjaws V 16 GB;47.99;4,4000;2,8;2.999;Black;9;18
565;TEAMGROUP T-Create Expert 32 GB;94.99;5,6400;2,16;2.968;Black;12.5;40
566;Mushkin Redline Lumina 64 GB;214.99;5,6400;2,32;3.359;Black;9.375;30
567;Silicon Power XPOWER Zenith RGB Gaming 32 GB;;5,6000;2,16;;White;10;30
568;G.Skill Trident Z Neo 32 GB;89.99;4,4000;2,16;2.812;Black / Silver;9;18
569;G.Skill Trident Z Royal 32 GB;104.99;4,4000;2,16;3.281;Silver;9;18
570;G.Skill Trident Z5 Neo RGB 32 GB;116.99;5,5600;2,16;3.656;Black;10;28
571;PNY XLR8 Gaming EPIC-X RGB 16 GB;47.99;4,3200;2,8;2.999;Black;10;16
572;Patriot Viper Elite II 16 GB;32.99;4,2666;1,16;2.062;Red / Black;12.003;16
573;Patriot Signature 8 GB;27.02;3,1333;1,8;3.377;Green;13.503;9
574;Kingston FURY Beast 32 GB;71.98;4,3200;1,32;2.249;Black;10;16
575;Kingston Fury Renegade RGB 32 GB;137.99;5,6000;2,16;4.312;Silver / Black;10.667;32
576;Timetec 75TT133U2R8-8G 8 GB;12.99;3,1333;1,8;1.624;Green / Black;13.503;9
577;Corsair Vengeance 32 GB;119.99;5,6000;2,16;3.75;Black;12;36
578;TEAMGROUP T-Create Expert 64 GB;119.99;4,3200;2,32;1.875;Gray;10;16
579;Corsair Dominator Titanium 64 GB;309.99;5,6400;2,32;4.844;Black;10;32
580;Kingston HyperX Fury RGB 16 GB;;4,3200;2,8;;Black;10;16
581;Patriot Viper Steel 32 GB;69.98;4,3600;2,16;2.187;Silver / Black;10;18
582;TEAMGROUP Elite 32 GB;120.39;5,5200;2,16;3.762;Black;16.154;42
583;Crucial Classic 8 GB;26.99;5,5200;1,8;3.374;Black;16.154;42
584;Kingston FURY Beast 32 GB;69.99;4,3200;2,16;2.187;Black;10;16
585;TEAMGROUP T-Force Vulcan Z 64 GB;117.99;4,3600;2,32;1.844;Gray;10;18
586;TEAMGROUP T-Force Delta RGB 32 GB;99.99;5,5600;2,16;3.125;Black;12.857;36
587;Samsung M393A8G40MB2-CVF 64 GB;127;4,2933;1,64;1.984;Green / Black;14.32;21
588;Corsair Vengeance LPX 256 GB;649.99;4,3200;8,32;2.539;Black / Yellow;10;16
589;Corsair Dominator Platinum RGB 32 GB;149.99;5,5600;2,16;4.687;White;12.857;36
590;OLOy Blade RGB 32 GB;209.99;5,8000;2,16;6.562;Black;9;36
591;TEAMGROUP T-Force Delta RGB 32 GB;193.14;5,8000;2,16;6.036;Black / Silver;9.5;38
592;Corsair Vengeance RGB 64 GB;184.99;5,5200;2,32;2.89;White / Gray;15.385;40
593;Patriot Viper Elite II 8 GB;25.83;4,2666;1,8;3.229;Red / Black;12.003;16
594;Lexar Ares RGB 32 GB;99.99;5,5600;2,16;3.125;Black;11.429;32
595;Corsair CMV4GX4M1A2133C15 4 GB;16.53;4,2133;1,4;4.133;Black;14.065;15
596;Patriot Viper Venom 64 GB;204.99;5,6400;2,32;3.203;Black / White;10;32
597;Samsung M386A4G40DM0-CPB 32 GB;42.22;4,2133;1,32;1.319;Black / Green;14.065;15
598;Corsair Vengeance LPX 8 GB;24.99;4,3200;1,8;3.124;Black;10;16
599;Corsair Dominator Platinum RGB 32 GB;179.99;4,3600;4,8;5.625;White;10;18
